date,panchayat_id,panchayat_name,rain_mm,tmax_c,tmin_c
2024-03-21,A3,BERABERIA,4.3,26.2,18.2
2024-03-22,A3,BERABERIA,0.0,27.9,16.9
2024-03-23,A3,BERABERIA,4.2,32.1,19.4
2024-03-24,A3,BERABERIA,0.0,33.9,23.7
2024-03-25,A3,BERABERIA,9.0,33.2,22.9
2024-03-26,A3,BERABERIA,0.0,33.1,24.1
2024-03-27,A3,BERABERIA,1.4,34.8,22.9
2024-03-28,A3,BERABERIA,0.1,33.4,22.7
2024-03-29,A3,BERABERIA,0.2,34.9,24.6
2024-03-30,A3,BERABERIA,0.0,36.2,24.4
2024-03-31,A3,BERABERIA,1.2,35.0,25.4
2024-04-01,A3,BERABERIA,0.0,36.7,25.7
2024-04-02,A3,BERABERIA,0.0,36.0,24.4
2024-04-03,A3,BERABERIA,0.0,36.5,25.3
2024-04-04,A3,BERABERIA,21.0,37.0,26.2
2024-04-05,A3,BERABERIA,0.0,37.9,26.5
2024-04-06,A3,BERABERIA,0.0,37.7,25.8
2024-04-07,A3,BERABERIA,13.3,36.1,25.9
2024-04-08,A3,BERABERIA,0.0,31.8,23.2
2024-04-09,A3,BERABERIA,0.0,34.9,22.2
2024-04-10,A3,BERABERIA,0.0,35.8,22.9
2024-04-11,A3,BERABERIA,0.9,33.6,24.0
2024-04-12,A3,BERABERIA,0.0,35.2,22.5
2024-04-13,A3,BERABERIA,0.0,36.5,23.4
2024-04-14,A3,BERABERIA,0.0,36.7,23.8
2024-04-15,A3,BERABERIA,0.0,38.4,24.4
2024-04-16,A3,BERABERIA,0.0,38.8,26.7
2024-04-17,A3,BERABERIA,0.0,38.8,27.3
2024-04-18,A3,BERABERIA,0.0,38.9,26.1
2024-04-19,A3,BERABERIA,0.0,40.8,25.2
2024-04-20,A3,BERABERIA,0.0,42.1,26.3
2024-04-21,A3,BERABERIA,0.0,40.8,27.2
2024-04-22,A3,BERABERIA,0.0,40.2,25.9
2024-04-23,A3,BERABERIA,0.0,38.7,26.9
2024-04-24,A3,BERABERIA,0.0,40.4,27.4
2024-04-25,A3,BERABERIA,0.0,40.5,25.3
2024-04-26,A3,BERABERIA,0.0,40.8,27.4
2024-04-27,A3,BERABERIA,0.0,41.5,28.0
2024-04-28,A3,BERABERIA,0.4,40.8,28.4
2024-04-29,A3,BERABERIA,0.0,41.8,28.6
2024-04-30,A3,BERABERIA,0.0,44.1,29.4
2024-05-01,A3,BERABERIA,0.0,41.7,28.9
2024-05-02,A3,BERABERIA,0.0,41.6,29.6
2024-05-03,A3,BERABERIA,0.0,40.4,26.6
2024-05-04,A3,BERABERIA,0.0,39.6,27.6
2024-05-05,A3,BERABERIA,1.5,38.0,28.4
2024-05-06,A3,BERABERIA,45.3,37.0,24.9
2024-05-07,A3,BERABERIA,1.3,33.8,24.7
2024-05-08,A3,BERABERIA,3.2,30.5,24.0
2024-05-09,A3,BERABERIA,12.3,31.2,23.9
2024-05-10,A3,BERABERIA,10.5,30.8,23.6
2024-05-11,A3,BERABERIA,14.7,31.6,25.3
2024-05-12,A3,BERABERIA,0.9,32.9,24.8
2024-05-13,A3,BERABERIA,0.0,33.7,24.4
2024-05-14,A3,BERABERIA,3.8,34.1,25.3
2024-05-15,A3,BERABERIA,0.0,35.2,26.1
2024-05-16,A3,BERABERIA,0.0,35.5,26.3
2024-05-17,A3,BERABERIA,0.0,37.6,27.5
2024-05-18,A3,BERABERIA,0.0,36.7,29.0
2024-05-19,A3,BERABERIA,0.1,34.3,29.0
2024-05-20,A3,BERABERIA,15.1,33.4,27.1
2024-05-21,A3,BERABERIA,17.6,33.8,26.9
2024-05-22,A3,BERABERIA,0.7,34.0,26.9
2024-05-23,A3,BERABERIA,0.2,34.8,26.0
2024-05-24,A3,BERABERIA,0.0,35.7,26.9
2024-05-25,A3,BERABERIA,0.6,36.3,27.6
2024-05-26,A3,BERABERIA,27.0,30.7,26.8
2024-05-27,A3,BERABERIA,73.4,27.8,26.1
2024-05-28,A3,BERABERIA,0.4,35.8,26.4
2024-05-29,A3,BERABERIA,0.1,35.9,29.3
2024-05-30,A3,BERABERIA,0.0,35.1,29.7
2024-05-31,A3,BERABERIA,0.0,34.8,28.7
2024-06-01,A3,BERABERIA,0.3,34.5,28.0
2024-06-02,A3,BERABERIA,3.9,34.0,29.1
2024-06-03,A3,BERABERIA,0.5,34.7,28.5
2024-06-04,A3,BERABERIA,0.0,35.6,28.8
2024-06-05,A3,BERABERIA,3.6,35.9,27.5
2024-06-06,A3,BERABERIA,6.7,36.7,27.0
2024-06-07,A3,BERABERIA,0.0,36.3,25.6
2024-06-08,A3,BERABERIA,0.0,35.7,28.1
2024-06-09,A3,BERABERIA,0.0,36.6,28.3
2024-06-10,A3,BERABERIA,0.0,36.4,28.7
2024-06-11,A3,BERABERIA,0.0,36.5,29.1
2024-06-12,A3,BERABERIA,0.0,35.1,28.5
2024-06-13,A3,BERABERIA,0.0,35.8,28.7
2024-06-14,A3,BERABERIA,0.0,37.4,29.2
2024-06-15,A3,BERABERIA,0.4,37.3,29.5
2024-06-16,A3,BERABERIA,0.0,36.7,29.5
2024-06-17,A3,BERABERIA,0.3,37.0,29.4
2024-06-18,A3,BERABERIA,12.3,32.2,28.3
2024-06-19,A3,BERABERIA,1.8,34.6,28.5
2024-06-20,A3,BERABERIA,24.8,34.3,28.1
2024-06-21,A3,BERABERIA,2.6,31.8,27.5
2024-06-22,A3,BERABERIA,8.0,33.4,26.9
2024-06-23,A3,BERABERIA,5.9,33.3,26.9
2024-06-24,A3,BERABERIA,0.5,33.6,27.3
2024-06-25,A3,BERABERIA,0.8,33.8,28.2
2024-06-26,A3,BERABERIA,0.7,34.2,27.4
2024-06-27,A3,BERABERIA,12.2,32.4,27.6
2024-06-28,A3,BERABERIA,9.5,32.7,27.2
2024-06-29,A3,BERABERIA,8.3,31.5,26.8
2024-06-30,A3,BERABERIA,22.0,32.0,26.6
2024-07-01,A3,BERABERIA,19.8,31.7,26.0
2024-07-02,A3,BERABERIA,27.5,30.0,25.8
2024-07-03,A3,BERABERIA,14.9,30.0,25.7
2024-07-04,A3,BERABERIA,21.9,31.1,25.6
2024-07-05,A3,BERABERIA,25.5,32.6,25.7
2024-07-06,A3,BERABERIA,2.9,32.1,26.3
2024-07-07,A3,BERABERIA,13.8,31.8,26.4
2024-07-08,A3,BERABERIA,2.2,32.7,26.2
2024-07-09,A3,BERABERIA,3.6,31.8,27.0
2024-07-10,A3,BERABERIA,1.8,32.8,27.6
2024-07-11,A3,BERABERIA,12.9,33.0,27.5
2024-07-12,A3,BERABERIA,11.3,31.9,26.2
2024-07-13,A3,BERABERIA,6.4,32.4,25.3
2024-07-14,A3,BERABERIA,4.2,32.5,26.3
2024-07-15,A3,BERABERIA,2.6,32.5,27.0
2024-07-16,A3,BERABERIA,2.6,32.3,26.7
2024-07-17,A3,BERABERIA,4.0,33.5,26.7
2024-07-18,A3,BERABERIA,1.3,33.6,26.8
2024-07-19,A3,BERABERIA,3.4,32.3,27.3
2024-07-20,A3,BERABERIA,3.2,32.4,27.0
2024-07-21,A3,BERABERIA,8.9,31.9,27.1
2024-07-22,A3,BERABERIA,18.9,31.8,26.8
2024-07-23,A3,BERABERIA,13.5,31.8,25.9
2024-07-24,A3,BERABERIA,24.6,32.7,26.6
2024-07-25,A3,BERABERIA,9.0,31.7,26.4
2024-07-26,A3,BERABERIA,24.3,31.6,25.9
2024-07-27,A3,BERABERIA,7.5,31.6,27.2
2024-07-28,A3,BERABERIA,23.6,31.0,26.4
2024-07-29,A3,BERABERIA,10.0,31.5,26.4
2024-07-30,A3,BERABERIA,6.2,32.9,26.1
2024-07-31,A3,BERABERIA,37.4,31.9,26.0
2024-08-01,A3,BERABERIA,46.4,28.5,25.8
2024-08-02,A3,BERABERIA,32.4,29.8,25.7
2024-08-03,A3,BERABERIA,24.1,31.3,24.9
2024-08-04,A3,BERABERIA,37.9,30.9,24.8
2024-08-05,A3,BERABERIA,24.0,32.3,24.7
2024-08-06,A3,BERABERIA,6.1,31.5,26.3
2024-08-07,A3,BERABERIA,6.4,30.6,26.0
2024-08-08,A3,BERABERIA,11.5,31.1,25.8
2024-08-09,A3,BERABERIA,10.0,31.4,25.6
2024-08-10,A3,BERABERIA,27.9,32.2,25.1
2024-08-11,A3,BERABERIA,6.5,32.5,25.3
2024-08-12,A3,BERABERIA,12.2,32.5,25.4
2024-08-13,A3,BERABERIA,7.9,32.1,25.8
2024-08-14,A3,BERABERIA,43.5,32.3,25.0
2024-08-15,A3,BERABERIA,7.5,33.0,25.7
2024-08-16,A3,BERABERIA,1.4,31.6,24.9
2024-08-17,A3,BERABERIA,9.7,33.0,25.2
2024-08-18,A3,BERABERIA,25.4,30.2,25.4
2024-08-19,A3,BERABERIA,24.6,30.8,25.5
2024-08-20,A3,BERABERIA,27.0,30.8,24.9
2024-08-21,A3,BERABERIA,28.2,31.8,25.2
2024-08-22,A3,BERABERIA,39.2,31.4,25.7
2024-08-23,A3,BERABERIA,25.3,30.5,24.9
2024-08-24,A3,BERABERIA,6.1,28.7,25.0
2024-08-25,A3,BERABERIA,42.5,29.2,24.3
2024-08-26,A3,BERABERIA,30.2,29.6,24.7
2024-08-27,A3,BERABERIA,17.4,29.7,24.6
2024-08-28,A3,BERABERIA,7.3,32.2,24.8
2024-08-29,A3,BERABERIA,3.9,32.2,25.5
2024-08-30,A3,BERABERIA,0.0,33.1,25.1
2024-08-31,A3,BERABERIA,6.0,32.2,26.3
2024-09-01,A3,BERABERIA,10.4,30.8,26.3
2024-09-02,A3,BERABERIA,5.4,32.4,25.7
2024-09-03,A3,BERABERIA,10.3,31.9,25.7
2024-09-04,A3,BERABERIA,10.6,31.6,26.1
2024-09-05,A3,BERABERIA,1.8,32.3,25.6
2024-09-06,A3,BERABERIA,2.3,33.0,26.2
2024-09-07,A3,BERABERIA,13.7,33.6,25.7
2024-09-08,A3,BERABERIA,7.7,32.1,26.3
2024-09-09,A3,BERABERIA,5.1,32.5,26.4
2024-09-10,A3,BERABERIA,5.6,31.7,26.2
2024-09-11,A3,BERABERIA,8.4,32.4,26.3
2024-09-12,A3,BERABERIA,24.7,31.8,26.2
2024-09-13,A3,BERABERIA,30.0,31.9,25.8
2024-09-14,A3,BERABERIA,47.6,28.2,25.2
2024-09-15,A3,BERABERIA,22.7,28.4,24.8
2024-09-16,A3,BERABERIA,23.5,28.2,25.1
2024-09-17,A3,BERABERIA,0.5,32.4,25.3
2024-09-18,A3,BERABERIA,0.0,32.8,24.2
2024-09-19,A3,BERABERIA,0.2,32.7,25.8
2024-09-20,A3,BERABERIA,0.9,33.8,26.4
2024-09-21,A3,BERABERIA,4.3,33.4,26.0
2024-09-22,A3,BERABERIA,1.8,34.0,26.5
2024-09-23,A3,BERABERIA,10.9,34.2,26.1
2024-09-24,A3,BERABERIA,14.8,30.7,26.4
2024-09-25,A3,BERABERIA,39.5,29.6,24.5
2024-09-26,A3,BERABERIA,31.4,28.5,24.6
2024-09-27,A3,BERABERIA,11.9,30.4,24.5
2024-09-28,A3,BERABERIA,4.0,31.7,25.5
2024-09-29,A3,BERABERIA,1.5,32.2,26.3
2024-09-30,A3,BERABERIA,0.3,33.4,26.2
2024-10-01,A3,BERABERIA,10.9,34.1,26.5
2024-10-02,A3,BERABERIA,9.4,31.6,25.1
2024-10-03,A3,BERABERIA,2.8,31.6,26.2
2024-10-04,A3,BERABERIA,27.6,30.1,25.2
2024-10-05,A3,BERABERIA,15.7,30.3,24.9
2024-10-06,A3,BERABERIA,3.3,30.5,24.3
2024-10-07,A3,BERABERIA,10.3,30.9,24.4
2024-10-08,A3,BERABERIA,7.0,31.2,25.6
2024-10-09,A3,BERABERIA,11.2,30.1,24.8
2024-10-10,A3,BERABERIA,11.0,31.1,25.1
2024-10-11,A3,BERABERIA,7.4,31.9,25.3
2024-10-12,A3,BERABERIA,9.5,31.7,25.2
2024-10-13,A3,BERABERIA,2.6,32.0,25.0
2024-10-14,A3,BERABERIA,0.0,32.2,24.6
2024-10-15,A3,BERABERIA,4.9,31.4,24.4
2024-10-16,A3,BERABERIA,0.2,31.2,24.2
2024-10-17,A3,BERABERIA,2.8,30.9,24.2
2024-10-18,A3,BERABERIA,7.8,30.2,23.6
2024-10-19,A3,BERABERIA,9.2,30.3,23.5
2024-10-20,A3,BERABERIA,0.0,30.5,23.6
2024-10-21,A3,BERABERIA,0.0,30.5,23.7
2024-10-22,A3,BERABERIA,0.0,31.0,22.6
2024-10-23,A3,BERABERIA,3.1,30.0,24.1
2024-10-24,A3,BERABERIA,13.3,26.9,24.1
2024-10-25,A3,BERABERIA,40.0,26.0,23.7
2024-10-26,A3,BERABERIA,4.7,31.6,24.4
2024-10-27,A3,BERABERIA,0.5,30.7,23.6
2024-10-28,A3,BERABERIA,0.3,31.3,23.6
2024-10-29,A3,BERABERIA,0.0,31.4,23.3
2024-10-30,A3,BERABERIA,0.3,31.0,23.9
2024-10-31,A3,BERABERIA,0.2,31.1,23.9
2024-11-01,A3,BERABERIA,0.0,32.4,23.4
2024-11-02,A3,BERABERIA,0.0,31.4,23.3
2024-11-03,A3,BERABERIA,0.0,30.8,20.8
2024-11-04,A3,BERABERIA,0.0,30.3,21.6
2024-11-05,A3,BERABERIA,0.8,29.7,22.0
2024-11-06,A3,BERABERIA,0.3,29.6,22.1
2024-11-07,A3,BERABERIA,0.2,30.0,20.6
2024-11-08,A3,BERABERIA,0.0,30.2,21.5
2024-11-09,A3,BERABERIA,0.0,29.7,21.2
2024-11-10,A3,BERABERIA,0.0,30.0,20.8
2024-11-11,A3,BERABERIA,0.0,30.2,20.6
2024-11-12,A3,BERABERIA,0.0,30.3,20.1
2024-11-13,A3,BERABERIA,0.0,32.2,20.8
2024-11-14,A3,BERABERIA,0.0,31.7,21.4
2024-11-15,A3,BERABERIA,0.0,30.9,19.5
2024-11-16,A3,BERABERIA,0.0,30.0,18.7
2024-11-17,A3,BERABERIA,0.0,29.7,18.2
2024-11-18,A3,BERABERIA,0.0,29.6,18.1
2024-11-19,A3,BERABERIA,0.0,29.4,18.5
2024-11-20,A3,BERABERIA,0.0,30.0,17.7
2024-11-21,A3,BERABERIA,0.0,30.0,18.5
2024-11-22,A3,BERABERIA,0.0,29.6,18.5
2024-11-23,A3,BERABERIA,0.0,29.8,17.9
2024-11-24,A3,BERABERIA,0.0,28.9,17.2
2024-11-25,A3,BERABERIA,0.0,28.4,17.5
2024-11-26,A3,BERABERIA,0.0,27.9,17.2
2024-11-27,A3,BERABERIA,0.0,28.7,16.8
2024-11-28,A3,BERABERIA,0.0,28.5,17.9
2024-11-29,A3,BERABERIA,0.0,27.3,20.1
2024-11-30,A3,BERABERIA,2.8,23.4,18.8
2024-12-01,A3,BERABERIA,0.0,28.3,18.4
2024-12-02,A3,BERABERIA,0.0,22.8,19.6
2024-12-03,A3,BERABERIA,0.0,27.9,18.8
2024-12-04,A3,BERABERIA,0.0,28.1,16.7
2024-12-05,A3,BERABERIA,0.0,28.9,16.3
2024-12-06,A3,BERABERIA,0.0,27.1,15.7
2024-12-07,A3,BERABERIA,0.0,26.2,14.9
2024-12-08,A3,BERABERIA,0.0,26.0,13.9
2024-12-09,A3,BERABERIA,0.0,26.6,14.9
2024-12-10,A3,BERABERIA,1.7,26.2,16.8
2024-12-11,A3,BERABERIA,0.0,24.4,15.2
2024-12-12,A3,BERABERIA,0.0,24.0,12.3
2024-12-13,A3,BERABERIA,0.0,23.5,12.2
2024-12-14,A3,BERABERIA,0.0,23.4,12.7
2024-12-15,A3,BERABERIA,0.0,23.9,11.4
2024-12-16,A3,BERABERIA,0.0,24.8,12.5
2024-12-17,A3,BERABERIA,0.0,26.0,13.4
2024-12-18,A3,BERABERIA,0.0,26.9,14.4
2024-12-19,A3,BERABERIA,0.0,26.4,15.3
2024-12-20,A3,BERABERIA,0.0,25.9,14.5
2024-12-21,A3,BERABERIA,2.6,20.6,15.7
2024-12-22,A3,BERABERIA,0.0,25.4,15.3
2024-12-23,A3,BERABERIA,0.0,26.5,15.6
2024-12-24,A3,BERABERIA,0.8,26.0,16.3
2024-12-25,A3,BERABERIA,0.0,25.3,17.9
2024-12-26,A3,BERABERIA,0.0,27.1,16.6
2024-12-27,A3,BERABERIA,0.0,26.9,15.4
2024-12-28,A3,BERABERIA,0.0,26.1,14.4
2024-12-29,A3,BERABERIA,0.0,26.9,15.3
2024-12-30,A3,BERABERIA,0.0,26.5,17.0
2024-12-31,A3,BERABERIA,0.0,24.3,15.7
2025-01-01,A3,BERABERIA,0.0,23.1,13.0
2025-01-02,A3,BERABERIA,0.0,22.3,12.2
2025-01-03,A3,BERABERIA,0.0,22.5,11.3
2025-01-04,A3,BERABERIA,0.0,24.1,13.0
2025-01-05,A3,BERABERIA,0.0,25.2,13.5
2025-01-06,A3,BERABERIA,0.0,24.9,12.8
2025-01-07,A3,BERABERIA,0.0,26.3,14.7
2025-01-08,A3,BERABERIA,0.0,22.9,14.0
2025-01-09,A3,BERABERIA,0.0,22.7,12.6
2025-01-10,A3,BERABERIA,0.0,23.4,12.6
2025-01-11,A3,BERABERIA,0.0,24.0,11.5
2025-01-12,A3,BERABERIA,0.0,25.8,13.3
2025-01-13,A3,BERABERIA,0.0,27.2,13.5
2025-01-14,A3,BERABERIA,0.0,26.0,15.5
2025-01-15,A3,BERABERIA,0.0,25.1,14.5
2025-01-16,A3,BERABERIA,0.0,25.2,13.3
2025-01-17,A3,BERABERIA,0.0,25.5,14.2
2025-01-18,A3,BERABERIA,0.0,25.4,14.3
2025-01-19,A3,BERABERIA,0.0,25.2,14.1
2025-01-20,A3,BERABERIA,0.0,24.7,12.8
2025-01-21,A3,BERABERIA,0.0,26.1,13.1
2025-01-22,A3,BERABERIA,0.0,27.7,14.7
2025-01-23,A3,BERABERIA,0.0,28.7,14.6
2025-01-24,A3,BERABERIA,0.0,28.6,15.2
2025-01-25,A3,BERABERIA,1.7,26.6,17.2
2025-01-26,A3,BERABERIA,0.0,25.3,14.6
2025-01-27,A3,BERABERIA,0.0,24.8,12.7
2025-01-28,A3,BERABERIA,0.0,27.0,12.6
2025-01-29,A3,BERABERIA,0.1,28.2,15.7
2025-01-30,A3,BERABERIA,0.2,29.9,18.9
2025-01-31,A3,BERABERIA,0.5,30.0,20.0
2025-02-01,A3,BERABERIA,0.3,29.8,20.9
2025-02-02,A3,BERABERIA,0.4,29.3,20.6
2025-02-03,A3,BERABERIA,0.0,29.8,20.0
2025-02-04,A3,BERABERIA,0.0,28.4,17.2
2025-02-05,A3,BERABERIA,0.0,30.2,16.2
2025-02-06,A3,BERABERIA,0.0,29.9,19.9
2025-02-07,A3,BERABERIA,0.0,27.2,15.8
2025-02-08,A3,BERABERIA,0.0,27.0,14.3
2025-02-09,A3,BERABERIA,0.0,27.2,13.9
2025-02-10,A3,BERABERIA,0.0,30.7,14.9
2025-02-11,A3,BERABERIA,0.0,31.2,19.5
2025-02-12,A3,BERABERIA,0.0,31.6,19.8
2025-02-13,A3,BERABERIA,0.1,31.4,21.8
2025-02-14,A3,BERABERIA,0.0,29.0,17.3
2025-02-15,A3,BERABERIA,0.0,30.5,15.7
2025-02-16,A3,BERABERIA,0.0,31.9,16.9
2025-02-17,A3,BERABERIA,0.0,31.9,19.9
2025-02-18,A3,BERABERIA,0.8,31.7,19.9
2025-02-19,A3,BERABERIA,3.0,29.6,19.6
2025-02-20,A3,BERABERIA,4.6,27.3,19.8
2025-02-21,A3,BERABERIA,0.0,29.4,18.3
2025-02-22,A3,BERABERIA,10.1,29.4,19.2
2025-02-23,A3,BERABERIA,2.9,28.3,18.3
2025-02-24,A3,BERABERIA,0.0,29.6,17.9
2025-02-25,A3,BERABERIA,0.0,29.5,18.7
2025-02-26,A3,BERABERIA,0.0,30.3,18.6
2025-02-27,A3,BERABERIA,0.0,30.3,18.2
2025-02-28,A3,BERABERIA,0.0,31.4,19.6
2025-03-01,A3,BERABERIA,0.0,34.1,20.7
2025-03-02,A3,BERABERIA,0.0,34.4,21.9
2025-03-03,A3,BERABERIA,0.0,33.1,21.5
2025-03-04,A3,BERABERIA,0.0,32.5,21.4
2025-03-05,A3,BERABERIA,0.0,32.1,20.8
2025-03-06,A3,BERABERIA,0.0,29.2,19.4
2025-03-07,A3,BERABERIA,0.0,30.7,17.0
2025-03-08,A3,BERABERIA,0.0,32.9,18.4
2025-03-09,A3,BERABERIA,0.0,33.5,21.1
2025-03-10,A3,BERABERIA,0.0,35.0,21.0
2025-03-11,A3,BERABERIA,0.0,34.1,21.9
2025-03-12,A3,BERABERIA,0.0,35.9,21.2
2025-03-13,A3,BERABERIA,0.0,37.0,24.0
2025-03-14,A3,BERABERIA,0.0,38.2,24.4
2025-03-15,A3,BERABERIA,0.0,38.4,24.7
2025-03-16,A3,BERABERIA,5.7,39.7,25.0
2025-03-17,A3,BERABERIA,7.2,36.6,24.3
2025-03-18,A3,BERABERIA,0.0,35.1,24.4
2025-03-19,A3,BERABERIA,0.4,36.8,22.8
2025-03-20,A3,BERABERIA,0.4,33.5,25.1
2025-03-21,A3,BERABERIA,2.1,32.9,21.8
2025-03-22,A3,BERABERIA,9.2,26.8,21.0
2025-03-23,A3,BERABERIA,0.3,29.1,19.8
2025-03-24,A3,BERABERIA,0.0,31.6,19.1
2025-03-25,A3,BERABERIA,0.0,32.8,19.6
2025-03-26,A3,BERABERIA,0.0,35.2,21.6
2025-03-27,A3,BERABERIA,0.0,36.6,23.6
2025-03-28,A3,BERABERIA,0.0,37.9,24.5
2025-03-29,A3,BERABERIA,0.0,37.1,24.7
2025-03-30,A3,BERABERIA,0.0,38.0,25.3
2025-03-31,A3,BERABERIA,0.1,37.2,26.2
2025-04-01,A3,BERABERIA,0.0,36.9,25.8
2025-04-02,A3,BERABERIA,0.6,37.8,25.8
2025-04-03,A3,BERABERIA,0.0,37.4,25.4
2025-04-04,A3,BERABERIA,0.0,34.1,25.8
2025-04-05,A3,BERABERIA,0.0,37.7,25.3
2025-04-06,A3,BERABERIA,0.1,37.5,25.8
2025-04-07,A3,BERABERIA,0.5,36.6,25.3
2025-04-08,A3,BERABERIA,1.0,35.4,25.2
2025-04-09,A3,BERABERIA,0.2,35.6,24.5
2025-04-10,A3,BERABERIA,7.5,35.6,22.1
2025-04-11,A3,BERABERIA,0.0,33.3,22.5
2025-04-12,A3,BERABERIA,1.8,37.0,24.6
2025-04-13,A3,BERABERIA,0.0,34.1,24.8
2025-04-14,A3,BERABERIA,0.9,32.9,24.0
2025-04-15,A3,BERABERIA,0.7,34.0,23.4
2025-04-16,A3,BERABERIA,1.9,34.4,24.7
2025-04-17,A3,BERABERIA,25.4,34.0,23.1
2025-04-18,A3,BERABERIA,2.1,31.4,23.3
2025-04-19,A3,BERABERIA,2.7,30.9,23.5
2025-04-20,A3,BERABERIA,0.7,36.3,25.5
2025-04-21,A3,BERABERIA,0.0,36.6,28.2
2025-04-22,A3,BERABERIA,0.0,37.1,27.7
2025-04-23,A3,BERABERIA,0.0,40.2,27.6
2025-04-24,A3,BERABERIA,0.0,38.3,27.7
2025-04-25,A3,BERABERIA,0.2,39.2,28.0
2025-04-26,A3,BERABERIA,6.5,37.4,27.6
2025-04-27,A3,BERABERIA,0.0,36.8,28.3
2025-04-28,A3,BERABERIA,6.1,30.3,25.5
2025-04-29,A3,BERABERIA,7.1,31.3,22.8
2025-04-30,A3,BERABERIA,0.7,31.0,22.5
2025-05-01,A3,BERABERIA,2.5,31.7,22.6
2025-05-02,A3,BERABERIA,0.0,31.0,21.6
2025-05-03,A3,BERABERIA,0.7,32.6,24.0
2025-05-04,A3,BERABERIA,4.7,32.1,24.2
2025-05-05,A3,BERABERIA,2.9,34.1,24.0
2025-05-06,A3,BERABERIA,12.8,33.9,25.1
2025-05-07,A3,BERABERIA,2.0,35.0,24.6
2025-05-08,A3,BERABERIA,0.0,37.2,27.3
2025-05-09,A3,BERABERIA,0.0,38.1,27.3
2025-05-10,A3,BERABERIA,0.3,37.9,27.7
2025-05-11,A3,BERABERIA,0.0,38.3,28.3
2025-05-12,A3,BERABERIA,0.2,38.1,29.8
2025-05-13,A3,BERABERIA,2.6,36.7,29.2
2025-05-14,A3,BERABERIA,1.9,37.5,28.8
2025-05-15,A3,BERABERIA,7.4,36.8,28.7
2025-05-16,A3,BERABERIA,0.5,35.6,28.6
2025-05-17,A3,BERABERIA,7.3,35.7,25.9
2025-05-18,A3,BERABERIA,4.6,31.6,27.5
2025-05-19,A3,BERABERIA,2.0,35.0,26.1
2025-05-20,A3,BERABERIA,13.5,34.6,25.7
2025-05-21,A3,BERABERIA,20.5,35.0,25.6
2025-05-22,A3,BERABERIA,4.7,32.6,26.3
2025-05-23,A3,BERABERIA,4.7,32.1,26.0
2025-05-24,A3,BERABERIA,9.1,32.5,25.3
2025-05-25,A3,BERABERIA,18.7,31.0,25.7
2025-05-26,A3,BERABERIA,12.6,31.3,25.7
2025-05-27,A3,BERABERIA,4.9,31.1,25.6
2025-05-28,A3,BERABERIA,18.3,31.4,26.2
2025-05-29,A3,BERABERIA,39.0,29.2,25.1
2025-05-30,A3,BERABERIA,15.9,33.4,24.9
2025-05-31,A3,BERABERIA,43.0,32.2,25.7
2025-06-01,A3,BERABERIA,15.5,31.3,26.4
2025-06-02,A3,BERABERIA,0.2,36.0,27.2
2025-06-03,A3,BERABERIA,0.7,35.3,27.2
2025-06-04,A3,BERABERIA,0.7,34.1,27.1
2025-06-05,A3,BERABERIA,2.0,32.0,26.9
2025-06-06,A3,BERABERIA,2.9,33.1,25.7
2025-06-07,A3,BERABERIA,0.0,34.0,25.6
2025-06-08,A3,BERABERIA,1.2,34.3,26.9
2025-06-09,A3,BERABERIA,1.5,33.9,26.9
2025-06-10,A3,BERABERIA,0.3,35.2,26.7
2025-06-11,A3,BERABERIA,0.4,34.4,27.3
2025-06-12,A3,BERABERIA,0.5,34.6,26.3
2025-06-13,A3,BERABERIA,4.7,34.5,27.3
2025-06-14,A3,BERABERIA,0.9,35.3,27.8
2025-06-15,A3,BERABERIA,22.3,31.1,27.2
2025-06-16,A3,BERABERIA,24.8,32.4,26.3
2025-06-17,A3,BERABERIA,33.0,29.2,25.5
2025-06-18,A3,BERABERIA,34.0,29.3,25.5
2025-06-19,A3,BERABERIA,50.4,30.7,24.1
2025-06-20,A3,BERABERIA,2.6,32.5,26.2
2025-06-21,A3,BERABERIA,1.1,33.7,26.5
2025-06-22,A3,BERABERIA,23.7,32.4,25.9
2025-06-23,A3,BERABERIA,16.5,32.1,26.5
2025-06-24,A3,BERABERIA,3.6,32.5,26.3
2025-06-25,A3,BERABERIA,17.8,31.9,26.3
2025-06-26,A3,BERABERIA,5.7,32.3,25.9
2025-06-27,A3,BERABERIA,18.6,31.4,25.4
2025-06-28,A3,BERABERIA,17.8,30.4,25.1
2025-06-29,A3,BERABERIA,47.3,31.0,25.7
2025-06-30,A3,BERABERIA,17.3,30.6,25.5
2025-07-01,A3,BERABERIA,10.9,30.2,25.9
2025-07-02,A3,BERABERIA,27.7,32.2,25.9
2025-07-03,A3,BERABERIA,20.6,31.1,25.8
2025-07-04,A3,BERABERIA,22.9,31.4,25.2
2025-07-05,A3,BERABERIA,4.9,31.3,25.6
2025-07-06,A3,BERABERIA,7.4,29.8,24.8
2025-07-07,A3,BERABERIA,13.1,28.7,25.5
2025-07-08,A3,BERABERIA,28.4,28.4,24.4
2025-07-09,A3,BERABERIA,13.6,30.3,24.8
2025-07-10,A3,BERABERIA,32.9,32.1,24.9
2025-07-11,A3,BERABERIA,16.9,30.9,25.7
2025-07-12,A3,BERABERIA,11.5,33.4,25.6
2025-07-13,A3,BERABERIA,6.5,31.5,26.5
2025-07-14,A3,BERABERIA,37.5,27.7,25.2
